V1	V2
SOAP.k45.scaffold148979	GO:0005509
SOAP.k45.scaffold148994	GO:0003824
SOAP.k45.scaffold149069	GO:0003677
SOAP.k45.scaffold149077	GO:0005515
SOAP.k45.scaffold149084	GO:0016021;GO:0055085
SOAP.k45.scaffold149120	GO:0005509;GO:0005544
SOAP.k45.scaffold149127	GO:0004930;GO:0007186;GO:0016021
SOAP.k45.scaffold149175	unknown
SOAP.k45.scaffold149180	GO:0004252;GO:0006508
SOAP.k45.scaffold149190	unknown
SOAP.k45.scaffold149219	GO:0005856
SOAP.k45.scaffold149277	unknown
SOAP.k45.scaffold149411	GO:0004675;GO:0005524;GO:0006468;GO:0007178;GO:0016020
SOAP.k45.scaffold149451	GO:0003676;GO:0006139;GO:0008408
SOAP.k45.scaffold149456	GO:0005515
SOAP.k45.scaffold149465	GO:0004930;GO:0005515;GO:0007186;GO:0016021
SOAP.k45.scaffold149475	GO:0005515;GO:0016021
SOAP.k45.scaffold149524	unknown
SOAP.k45.scaffold149539	GO:0003847;GO:0016042;GO:0046983
SOAP.k45.scaffold1496	GO:0000808;GO:0003677;GO:0005634;GO:0006260
SOAP.k45.scaffold15092	unknown
SOAP.k45.scaffold15114	unknown
SOAP.k45.scaffold15190	unknown
SOAP.k45.scaffold15319	unknown
SOAP.k45.scaffold15723	GO:0016021
SOAP.k45.scaffold15758	unknown
SOAP.k45.scaffold15856	unknown
SOAP.k45.scaffold15960	unknown
SOAP.k45.scaffold16018	unknown
SOAP.k45.scaffold16165	GO:0003743;GO:0005515;GO:0005852
SOAP.k45.scaffold16198	unknown
SOAP.k45.scaffold16373	unknown
SOAP.k45.scaffold16399	unknown
SOAP.k45.scaffold16497	GO:0005509
SOAP.k45.scaffold16499	GO:0003723;GO:0005739;GO:0010738;GO:0034237
SOAP.k45.scaffold16704	GO:0006928;GO:0007389;GO:0021591
SOAP.k45.scaffold16950	GO:0000323;GO:0005537;GO:0015578;GO:0015761;GO:0016021
SOAP.k45.scaffold17068	GO:0005737;GO:0019509;GO:0046872
SOAP.k45.scaffold17199	unknown
SOAP.k45.scaffold17218	GO:0005515
SOAP.k45.scaffold1730	unknown
SOAP.k45.scaffold17331	GO:0003824
SOAP.k45.scaffold17691	GO:0003676
SOAP.k45.scaffold17787	unknown
SOAP.k45.scaffold17836	GO:0005856
SOAP.k45.scaffold17950	GO:0005515
SOAP.k45.scaffold17984	unknown
SOAP.k45.scaffold18042	GO:0005515
SOAP.k45.scaffold18130	GO:0005525
SOAP.k45.scaffold18484	GO:0005634;GO:0005815
SOAP.k45.scaffold18585	GO:0016021;GO:0055085
SOAP.k45.scaffold19183	unknown
SOAP.k45.scaffold19261	unknown
SOAP.k45.scaffold19330	GO:0016567;GO:0031464
SOAP.k45.scaffold19360	unknown
SOAP.k45.scaffold19475	unknown
SOAP.k45.scaffold19983	unknown
SOAP.k45.scaffold20102	unknown
SOAP.k45.scaffold20254	unknown
SOAP.k45.scaffold20513	unknown
SOAP.k45.scaffold20544	unknown
SOAP.k45.scaffold2056	GO:0005215;GO:0005515;GO:0016020;GO:0055085
SOAP.k45.scaffold20562	GO:0002953
SOAP.k45.scaffold2060	unknown
SOAP.k45.scaffold20841	unknown
SOAP.k45.scaffold20974	unknown
SOAP.k45.scaffold20991	unknown
SOAP.k45.scaffold210	unknown
SOAP.k45.scaffold21159	unknown
SOAP.k45.scaffold21437	unknown
SOAP.k45.scaffold2144	unknown
SOAP.k45.scaffold21899	GO:0004222;GO:0006508;GO:0008270;GO:0031012
SOAP.k45.scaffold22	GO:0016021;GO:0016491;GO:0055114
SOAP.k45.scaffold22090	GO:0016020
SOAP.k45.scaffold22439	GO:0003824;GO:0009058;GO:0030170
SOAP.k45.scaffold22658	unknown
SOAP.k45.scaffold22810	unknown
SOAP.k45.scaffold22832	GO:0005044;GO:0016020
SOAP.k45.scaffold22909	unknown
SOAP.k45.scaffold23030	GO:0005515
SOAP.k45.scaffold23079	GO:0009019;GO:0030488
SOAP.k45.scaffold23121	GO:0003676
SOAP.k45.scaffold23195	unknown
SOAP.k45.scaffold23270	GO:0003700;GO:0006355
SOAP.k45.scaffold23280	GO:0003677;GO:0004842;GO:0005634;GO:0006281;GO:0008270
SOAP.k45.scaffold23340	GO:0007186;GO:0008528;GO:0016021
SOAP.k45.scaffold23356	GO:0004222;GO:0006508
SOAP.k45.scaffold23421	unknown
SOAP.k45.scaffold23565	GO:0008270
SOAP.k45.scaffold24145	unknown
SOAP.k45.scaffold24265	GO:0003676;GO:0004386;GO:0005524
SOAP.k45.scaffold24277	unknown
SOAP.k45.scaffold24308	unknown
SOAP.k45.scaffold24446	GO:0007165;GO:0052745
SOAP.k45.scaffold2448	unknown
SOAP.k45.scaffold24566	unknown
SOAP.k45.scaffold24683	GO:0003735;GO:0005840;GO:0006412
SOAP.k45.scaffold24685	GO:0003735;GO:0005840;GO:0006412
SOAP.k45.scaffold24787	GO:0003723
SOAP.k45.scaffold25315	unknown
SOAP.k45.scaffold25322	unknown
SOAP.k45.scaffold25448	unknown
SOAP.k45.scaffold25482	unknown
SOAP.k45.scaffold25825	unknown
SOAP.k45.scaffold26486	unknown
SOAP.k45.scaffold26573	GO:0008375;GO:0016020
SOAP.k45.scaffold26702	unknown
SOAP.k45.scaffold26710	unknown
SOAP.k45.scaffold26725	GO:0000149;GO:0006888;GO:0097111;GO:0097352
SOAP.k45.scaffold26766	unknown
SOAP.k45.scaffold26828	unknown
SOAP.k45.scaffold27109	GO:0003735;GO:0005515;GO:0005840;GO:0006412
SOAP.k45.scaffold27148	unknown
SOAP.k45.scaffold27150	unknown
SOAP.k45.scaffold27403	unknown
SOAP.k45.scaffold277	GO:0005509;GO:0005576;GO:0007160
SOAP.k45.scaffold27849	unknown
SOAP.k45.scaffold27993	unknown
SOAP.k45.scaffold28029	unknown
SOAP.k45.scaffold2863	GO:0004930;GO:0007186;GO:0016021
SOAP.k45.scaffold28664	unknown
SOAP.k45.scaffold28815	GO:0003676
SOAP.k45.scaffold28880	GO:0005634;GO:0005737;GO:0005874;GO:0030317;GO:0036126;GO:0060271;GO:0060294
SOAP.k45.scaffold28988	unknown
SOAP.k45.scaffold28995	unknown
SOAP.k45.scaffold29111	unknown
SOAP.k45.scaffold29127	unknown
SOAP.k45.scaffold29281	unknown
SOAP.k45.scaffold29475	unknown
SOAP.k45.scaffold29777	unknown
SOAP.k45.scaffold29875	GO:0006486;GO:0008378;GO:0016020
SOAP.k45.scaffold29906	GO:2000574
SOAP.k45.scaffold30067	GO:0005216;GO:0005515;GO:0016021;GO:0034220
SOAP.k45.scaffold30139	unknown
SOAP.k45.scaffold30354	unknown
SOAP.k45.scaffold304	GO:0005506;GO:0016705;GO:0020037;GO:0055114
SOAP.k45.scaffold30401	unknown
SOAP.k45.scaffold30409	unknown
SOAP.k45.scaffold30669	unknown
SOAP.k45.scaffold30777	unknown
SOAP.k45.scaffold31088	GO:0003682;GO:0006355;GO:0008270;GO:0043565
SOAP.k45.scaffold31514	unknown
SOAP.k45.scaffold31580	unknown
SOAP.k45.scaffold31654	unknown
SOAP.k45.scaffold3197	unknown
SOAP.k45.scaffold3236	unknown
SOAP.k45.scaffold32644	GO:0003676
SOAP.k45.scaffold32670	unknown
SOAP.k45.scaffold33222	GO:0004198;GO:0005622;GO:0006508
SOAP.k45.scaffold3328	unknown
SOAP.k45.scaffold33348	unknown
SOAP.k45.scaffold3356	GO:0005634
SOAP.k45.scaffold33788	unknown
SOAP.k45.scaffold33905	unknown
SOAP.k45.scaffold33995	unknown
SOAP.k45.scaffold3423	GO:0008146
SOAP.k45.scaffold34407	unknown
SOAP.k45.scaffold34443	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0060397
SOAP.k45.scaffold34457	unknown
SOAP.k45.scaffold3470	unknown
SOAP.k45.scaffold34774	GO:0003743;GO:0005515;GO:0005852
SOAP.k45.scaffold34856	unknown
SOAP.k45.scaffold34979	GO:0003677;GO:0006355;GO:0046983
SOAP.k45.scaffold35393	unknown
SOAP.k45.scaffold35459	GO:0000244
SOAP.k45.scaffold35467	unknown
SOAP.k45.scaffold35472	GO:0004714;GO:0005515;GO:0005524;GO:0005887;GO:0006468;GO:0007169
SOAP.k45.scaffold35507	unknown
SOAP.k45.scaffold35520	GO:0003677
SOAP.k45.scaffold36176	GO:0005622;GO:0008270
SOAP.k45.scaffold36244	unknown
SOAP.k45.scaffold36475	unknown
SOAP.k45.scaffold36519	GO:0016021
SOAP.k45.scaffold36653	GO:0016021
SOAP.k45.scaffold36678	GO:0003735;GO:0005840;GO:0006412
SOAP.k45.scaffold36725	unknown
SOAP.k45.scaffold37258	GO:0003676
SOAP.k45.scaffold37443	unknown
SOAP.k45.scaffold3777	GO:0005789
SOAP.k45.scaffold37912	unknown
SOAP.k45.scaffold38122	unknown
SOAP.k45.scaffold38140	unknown
SOAP.k45.scaffold38195	unknown
SOAP.k45.scaffold38252	GO:0016021;GO:0055085
SOAP.k45.scaffold38325	GO:0003676
SOAP.k45.scaffold38424	unknown
SOAP.k45.scaffold38476	GO:0035303
SOAP.k45.scaffold38577	unknown
SOAP.k45.scaffold38593	unknown
SOAP.k45.scaffold38750	unknown
SOAP.k45.scaffold38846	GO:0005506;GO:0009072;GO:0016714;GO:0055114
SOAP.k45.scaffold38980	GO:0005868;GO:0007018;GO:0036157;GO:0045505
SOAP.k45.scaffold39001	unknown
SOAP.k45.scaffold39089	GO:0036297;GO:0043240
SOAP.k45.scaffold39135	unknown
SOAP.k45.scaffold39426	GO:0005515
SOAP.k45.scaffold39487	GO:0005267;GO:0016020;GO:0071805
SOAP.k45.scaffold39561	GO:0005515;GO:0007250;GO:0008270;GO:0042981;GO:0046330
SOAP.k45.scaffold39578	GO:0007017
SOAP.k45.scaffold3966	unknown
SOAP.k45.scaffold39738	unknown
SOAP.k45.scaffold40022	GO:0005515
SOAP.k45.scaffold40283	unknown
SOAP.k45.scaffold40480	unknown
SOAP.k45.scaffold40563	unknown
SOAP.k45.scaffold41057	GO:0043565
SOAP.k45.scaffold41135	unknown
SOAP.k45.scaffold41177	GO:0000805;GO:0000977;GO:0003700;GO:0005515;GO:0005654;GO:0035102;GO:0036353;GO:0060819
SOAP.k45.scaffold41179	GO:0015031;GO:0016020;GO:0044444
SOAP.k45.scaffold413	GO:0003677;GO:0003700;GO:0006355
SOAP.k45.scaffold41335	GO:0005811;GO:0016021
SOAP.k45.scaffold4139	GO:0016021;GO:0022857;GO:0055085
SOAP.k45.scaffold41461	GO:0016020
SOAP.k45.scaffold41524	GO:0005515;GO:0008270
SOAP.k45.scaffold41728	unknown
SOAP.k45.scaffold41795	GO:0005764;GO:0006629
SOAP.k45.scaffold41845	unknown
SOAP.k45.scaffold41928	GO:0003924;GO:0005525
SOAP.k45.scaffold41943	GO:0003676
SOAP.k45.scaffold42102	GO:0005515
SOAP.k45.scaffold42208	GO:0016021
SOAP.k45.scaffold42354	unknown
SOAP.k45.scaffold4269	GO:0004930;GO:0007186;GO:0016021
SOAP.k45.scaffold42829	unknown
SOAP.k45.scaffold43053	unknown
SOAP.k45.scaffold43217	unknown
SOAP.k45.scaffold43325	GO:0022857
SOAP.k45.scaffold43326	unknown
SOAP.k45.scaffold43450	unknown
SOAP.k45.scaffold4386	GO:0003676;GO:0004190;GO:0006508;GO:0008270;GO:0015074
SOAP.k45.scaffold44002	GO:0004930;GO:0005044;GO:0006955;GO:0007166;GO:0007186;GO:0016021;GO:0030247
SOAP.k45.scaffold44033	GO:0000829
SOAP.k45.scaffold44143	GO:0044237
SOAP.k45.scaffold44251	unknown
SOAP.k45.scaffold44274	GO:0016491;GO:0055114
SOAP.k45.scaffold44310	GO:0005515;GO:0007009
SOAP.k45.scaffold44348	GO:0004930;GO:0007166;GO:0007186;GO:0016021
SOAP.k45.scaffold44435	unknown
SOAP.k45.scaffold44522	unknown
SOAP.k45.scaffold44616	GO:0005515
SOAP.k45.scaffold44648	GO:0006508;GO:0008237;GO:0008270
SOAP.k45.scaffold44666	unknown
SOAP.k45.scaffold44673	unknown
SOAP.k45.scaffold44727	unknown
SOAP.k45.scaffold44730	unknown
SOAP.k45.scaffold44790	GO:0006487;GO:0008250;GO:0016021
SOAP.k45.scaffold44850	unknown
SOAP.k45.scaffold44973	GO:0000902;GO:0005096
SOAP.k45.scaffold45016	GO:0005622;GO:0008270
SOAP.k45.scaffold45127	GO:0003677
SOAP.k45.scaffold45518	GO:0004341;GO:0005509;GO:0019853
SOAP.k45.scaffold45713	GO:0016021;GO:0055085
SOAP.k45.scaffold45721	unknown
SOAP.k45.scaffold46310	unknown
SOAP.k45.scaffold46441	GO:0007186;GO:0015054;GO:0016021
SOAP.k45.scaffold46840	GO:0016579;GO:0036459
SOAP.k45.scaffold46862	GO:0000398;GO:0003723;GO:0005681
SOAP.k45.scaffold46913	unknown
SOAP.k45.scaffold46964	GO:0005515;GO:0006493;GO:0016757
SOAP.k45.scaffold47374	unknown
SOAP.k45.scaffold47641	unknown
SOAP.k45.scaffold47653	unknown
SOAP.k45.scaffold4774	GO:0004672;GO:0005524;GO:0006468
SOAP.k45.scaffold47846	unknown
SOAP.k45.scaffold47885	unknown
SOAP.k45.scaffold47973	unknown
SOAP.k45.scaffold47974	unknown
SOAP.k45.scaffold48004	unknown
SOAP.k45.scaffold48163	unknown
SOAP.k45.scaffold4829	GO:0005515;GO:0007268;GO:0030036;GO:0035556
SOAP.k45.scaffold48417	unknown
SOAP.k45.scaffold48563	unknown
SOAP.k45.scaffold48635	GO:0005777;GO:0008115;GO:0033514;GO:0050031
SOAP.k45.scaffold48864	unknown
SOAP.k45.scaffold49051	GO:0005509;GO:0005518;GO:0005615;GO:0050840;GO:0062023
SOAP.k45.scaffold49070	unknown
SOAP.k45.scaffold49284	unknown
SOAP.k45.scaffold49338	unknown
SOAP.k45.scaffold49405	GO:0005778;GO:0006631;GO:0008611;GO:0008654;GO:0016287;GO:0031966
SOAP.k45.scaffold49578	unknown
SOAP.k45.scaffold49725	GO:0016021
SOAP.k45.scaffold49735	GO:0005216;GO:0006813;GO:0016020;GO:0034220
SOAP.k45.scaffold49770	GO:0009987;GO:0031362;GO:0038023
SOAP.k45.scaffold49825	GO:0001075;GO:0003677;GO:0005669;GO:0008134;GO:0045944;GO:0046982;GO:0051123
SOAP.k45.scaffold49857	unknown
SOAP.k45.scaffold4993	unknown
SOAP.k45.scaffold50110	unknown
SOAP.k45.scaffold50548	unknown
SOAP.k45.scaffold50698	unknown
SOAP.k45.scaffold50781	GO:0000166;GO:0003938;GO:0005634;GO:0005737;GO:0006177;GO:0046872;GO:0055114
SOAP.k45.scaffold51018	GO:0000278;GO:0005515;GO:0022402
SOAP.k45.scaffold51089	unknown
SOAP.k45.scaffold51110	unknown
SOAP.k45.scaffold51114	GO:0000064;GO:0016021;GO:1990575
SOAP.k45.scaffold51155	unknown
SOAP.k45.scaffold5137	unknown
SOAP.k45.scaffold51411	GO:0008272;GO:0015116;GO:0015291;GO:0016020;GO:0098656
SOAP.k45.scaffold51703	unknown
SOAP.k45.scaffold51811	unknown
SOAP.k45.scaffold51999	GO:0000045;GO:0000153;GO:0000422;GO:0006464;GO:0019776;GO:0019777;GO:0043653;GO:0051128
SOAP.k45.scaffold52327	unknown
SOAP.k45.scaffold52378	GO:0006004;GO:0046922
SOAP.k45.scaffold52645	unknown
SOAP.k45.scaffold52829	unknown
SOAP.k45.scaffold52995	unknown
SOAP.k45.scaffold53091	unknown
SOAP.k45.scaffold53321	GO:0003700;GO:0003707;GO:0005634;GO:0006355;GO:0008270;GO:0043401;GO:0043565
SOAP.k45.scaffold53408	unknown
SOAP.k45.scaffold53588	unknown
SOAP.k45.scaffold53609	GO:0016787
SOAP.k45.scaffold53634	unknown
SOAP.k45.scaffold53954	GO:0000724;GO:0003677;GO:0004386;GO:0005524;GO:0005634;GO:0006270;GO:0097362
SOAP.k45.scaffold53975	GO:0005887;GO:0007166
SOAP.k45.scaffold54246	unknown
SOAP.k45.scaffold5433	unknown
SOAP.k45.scaffold54330	GO:0005634
SOAP.k45.scaffold5450	unknown
SOAP.k45.scaffold54544	unknown
SOAP.k45.scaffold54709	unknown
SOAP.k45.scaffold54828	unknown
SOAP.k45.scaffold54834	unknown
SOAP.k45.scaffold55070	unknown
SOAP.k45.scaffold55086	GO:0005524;GO:0006457;GO:0051082
SOAP.k45.scaffold55220	GO:0006810;GO:0016020
SOAP.k45.scaffold5544	GO:0003676
SOAP.k45.scaffold55590	GO:0016021;GO:0030246
SOAP.k45.scaffold55648	unknown
SOAP.k45.scaffold55666	unknown
SOAP.k45.scaffold55687	GO:0003777;GO:0005524;GO:0005737;GO:0005874;GO:0005886;GO:0005929;GO:0007018;GO:0007275;GO:0016887;GO:0030030;GO:0030286
SOAP.k45.scaffold55916	unknown
SOAP.k45.scaffold5652	unknown
SOAP.k45.scaffold56520	unknown
SOAP.k45.scaffold56779	GO:0006886;GO:0031083
SOAP.k45.scaffold56969	unknown
SOAP.k45.scaffold57008	unknown
SOAP.k45.scaffold571	unknown
SOAP.k45.scaffold57219	GO:0005783;GO:0005794;GO:0006024;GO:0006486;GO:0016020;GO:0035250
SOAP.k45.scaffold57626	unknown
SOAP.k45.scaffold57633	unknown
SOAP.k45.scaffold58153	GO:0016021
SOAP.k45.scaffold58552	unknown
SOAP.k45.scaffold58717	GO:0005488;GO:0050794;GO:0050896
SOAP.k45.scaffold58788	GO:0003676;GO:0003924;GO:0005525;GO:0006886;GO:0032482
SOAP.k45.scaffold59112	unknown
SOAP.k45.scaffold59193	unknown
SOAP.k45.scaffold59334	unknown
SOAP.k45.scaffold59405	unknown
SOAP.k45.scaffold59548	unknown
SOAP.k45.scaffold59903	unknown
SOAP.k45.scaffold59904	unknown
SOAP.k45.scaffold60168	unknown
SOAP.k45.scaffold60282	unknown
SOAP.k45.scaffold60744	unknown
SOAP.k45.scaffold60810	GO:0004550;GO:0004775;GO:0004776;GO:0005829;GO:0005886;GO:0006099;GO:0006104;GO:0006105;GO:0006165;GO:0009142;GO:0019003;GO:0045244;GO:0046982;GO:0048037
SOAP.k45.scaffold60950	GO:0016791
SOAP.k45.scaffold61055	GO:0005042;GO:0016021;GO:0038007
SOAP.k45.scaffold61099	unknown
SOAP.k45.scaffold61263	GO:0005634
SOAP.k45.scaffold6130	unknown
SOAP.k45.scaffold61308	GO:0000132;GO:0000235;GO:0000776;GO:0001667;GO:0001675;GO:0001764;GO:0001961;GO:0005813;GO:0005829;GO:0005871;GO:0005938;GO:0007097;GO:0007268;GO:0007405;GO:0007611;GO:0008090;GO:0008344;GO:0009306;GO:0010977;GO:0016042;GO:0016787;GO:0017145;GO:0019226;GO:0021540;GO:0021766;GO:0021819;GO:0021895;GO:0030036;GO:0031023;GO:0031252;GO:0031514;GO:0031965;GO:0031982;GO:0032420;GO:0036035;GO:0040019;GO:0042249;GO:0042803;GO:0043025;GO:0043087;GO:0043622;GO:0045505;GO:0045773;GO:0045931;GO:0046329;GO:0047179;GO:0047496;GO:0048471;GO:0048854;GO:0050885;GO:0051010;GO:0051012;GO:0051081;GO:0051219;GO:0051660;GO:0051661;GO:0060117;GO:0061003;GO:0070507;GO:0070840;GO:0090102;GO:0090176;GO:0090724;GO:1904115;GO:2000574
SOAP.k45.scaffold61325	GO:0005634
SOAP.k45.scaffold61334	GO:0005525;GO:0031105
SOAP.k45.scaffold61344	unknown
SOAP.k45.scaffold61560	unknown
SOAP.k45.scaffold62056	GO:0016153
SOAP.k45.scaffold62216	GO:0016812;GO:0046914
SOAP.k45.scaffold62487	unknown
SOAP.k45.scaffold62619	unknown
SOAP.k45.scaffold62679	unknown
SOAP.k45.scaffold62741	unknown
SOAP.k45.scaffold62799	unknown
SOAP.k45.scaffold62850	GO:0003924;GO:0005525;GO:0005634;GO:0005764;GO:0009267;GO:0010506;GO:0032008;GO:0034448;GO:0071230;GO:1990131
SOAP.k45.scaffold63087	unknown
SOAP.k45.scaffold6355	unknown
SOAP.k45.scaffold63647	GO:0016021;GO:0055085
SOAP.k45.scaffold63742	GO:0005737;GO:0006082;GO:0006805;GO:0008395;GO:0016020;GO:0016712;GO:0020037;GO:0042738;GO:0043231;GO:0046872;GO:0055114
SOAP.k45.scaffold63851	unknown
SOAP.k45.scaffold64110	unknown
SOAP.k45.scaffold64541	unknown
SOAP.k45.scaffold64576	GO:0004930;GO:0007186;GO:0016021
SOAP.k45.scaffold64676	unknown
SOAP.k45.scaffold64708	GO:0008272;GO:0015556;GO:0015729;GO:0016020;GO:0098661;GO:1901682;GO:1905039
SOAP.k45.scaffold6477	GO:0004372;GO:0019264;GO:0030170;GO:0035999
SOAP.k45.scaffold64788	GO:0004132;GO:0006220;GO:0008270
SOAP.k45.scaffold64884	GO:0000463;GO:0000492;GO:0005634;GO:0048254;GO:0070761
SOAP.k45.scaffold65048	unknown
SOAP.k45.scaffold65152	unknown
SOAP.k45.scaffold65230	unknown
SOAP.k45.scaffold65275	unknown
SOAP.k45.scaffold65338	unknown
SOAP.k45.scaffold65413	unknown
SOAP.k45.scaffold65428	unknown
SOAP.k45.scaffold65778	unknown
SOAP.k45.scaffold65872	unknown
SOAP.k45.scaffold65965	GO:0000179;GO:0003723;GO:0005759;GO:0031167
SOAP.k45.scaffold66049	unknown
SOAP.k45.scaffold66083	unknown
SOAP.k45.scaffold66484	unknown
SOAP.k45.scaffold66485	unknown
SOAP.k45.scaffold66631	GO:0005813;GO:0005929;GO:0008017;GO:0030992;GO:0042073
SOAP.k45.scaffold66784	unknown
SOAP.k45.scaffold66961	GO:0003824;GO:0005739
SOAP.k45.scaffold66973	unknown
SOAP.k45.scaffold67093	GO:0006091;GO:0016615;GO:0016616;GO:0043648;GO:0044238;GO:0055114
SOAP.k45.scaffold67338	unknown
SOAP.k45.scaffold67445	unknown
SOAP.k45.scaffold67512	GO:0003865;GO:0005783;GO:0006488;GO:0016021;GO:0016095;GO:0019408;GO:0055114
SOAP.k45.scaffold67525	unknown
SOAP.k45.scaffold67557	unknown
SOAP.k45.scaffold67592	unknown
SOAP.k45.scaffold67604	unknown
SOAP.k45.scaffold67701	unknown
SOAP.k45.scaffold67734	GO:0005829;GO:0016567;GO:0035556;GO:0043687;GO:0045732
SOAP.k45.scaffold67753	unknown
SOAP.k45.scaffold68109	GO:0004129;GO:0005743;GO:0006784;GO:0008535;GO:0016021;GO:0016627;GO:0016653;GO:0055114
SOAP.k45.scaffold68242	GO:0005488;GO:0012505;GO:0043231;GO:0044444
SOAP.k45.scaffold68337	unknown
SOAP.k45.scaffold68387	unknown
SOAP.k45.scaffold68439	unknown
SOAP.k45.scaffold68466	GO:0004497;GO:0005506;GO:0016021;GO:0016705;GO:0020037;GO:0055114
SOAP.k45.scaffold68535	unknown
SOAP.k45.scaffold68591	unknown
SOAP.k45.scaffold6867	unknown
SOAP.k45.scaffold69005	unknown
SOAP.k45.scaffold6911	unknown
SOAP.k45.scaffold69462	GO:0001710;GO:0001889;GO:0002168;GO:0003924;GO:0005525;GO:0005739;GO:0007173;GO:0007298;GO:0007309;GO:0007362;GO:0007395;GO:0007422;GO:0007426;GO:0007427;GO:0007430;GO:0007455;GO:0007474;GO:0007479;GO:0007565;GO:0008293;GO:0008340;GO:0008542;GO:0008543;GO:0008586;GO:0008594;GO:0009267;GO:0010628;GO:0010629;GO:0016242;GO:0016318;GO:0019002;GO:0019003;GO:0019221;GO:0021897;GO:0030036;GO:0030275;GO:0030381;GO:0031234;GO:0031647;GO:0032228;GO:0035022;GO:0035088;GO:0035099;GO:0035169;GO:0035170;GO:0035208;GO:0035900;GO:0036335;GO:0038002;GO:0040014;GO:0043406;GO:0043524;GO:0043703;GO:0044877;GO:0045121;GO:0045500;GO:0045610;GO:0045793;GO:0046534;GO:0046673;GO:0048010;GO:0048169;GO:0048626;GO:0048865;GO:0048873;GO:0051000;GO:0051092;GO:0051146;GO:0051384;GO:0051385;GO:0051607;GO:0060438;GO:0060441;GO:0070374;GO:0072002;GO:0072089;GO:1904263;GO:2000774;GO:2001234
SOAP.k45.scaffold69838	GO:0005737;GO:0005975;GO:0016310;GO:0050277;GO:0071222
SOAP.k45.scaffold69908	unknown
SOAP.k45.scaffold69916	unknown
SOAP.k45.scaffold69940	unknown
SOAP.k45.scaffold70032	unknown
SOAP.k45.scaffold70144	unknown
SOAP.k45.scaffold70167	GO:0000149;GO:0005543;GO:0016020;GO:0017156;GO:0044464;GO:0065007
SOAP.k45.scaffold70423	GO:0003954;GO:0005654;GO:0005747;GO:0006979;GO:0031625;GO:0042775;GO:0048038;GO:0051287
SOAP.k45.scaffold70549	GO:0000307;GO:0005634;GO:0006396;GO:0016538;GO:0045737;GO:0045944;GO:1901409
SOAP.k45.scaffold70624	unknown
SOAP.k45.scaffold70704	unknown
SOAP.k45.scaffold7105	unknown
SOAP.k45.scaffold71241	unknown
SOAP.k45.scaffold71272	unknown
SOAP.k45.scaffold7133	GO:0046872
SOAP.k45.scaffold7142	GO:0005515
SOAP.k45.scaffold71480	unknown
SOAP.k45.scaffold71725	GO:0000977;GO:0001650;GO:0005515;GO:0005654;GO:0005813;GO:0005829;GO:0008284;GO:0010628;GO:0010629;GO:0010800;GO:0010971;GO:0033138;GO:0051881;GO:0061418;GO:0071500;GO:1901858;GO:1902882;GO:1904031
SOAP.k45.scaffold71775	GO:0008781;GO:0016051;GO:0047444;GO:0048706;GO:0050462
SOAP.k45.scaffold71827	GO:0044464
SOAP.k45.scaffold71950	GO:0003924;GO:0005525;GO:0005794;GO:0005886;GO:0006886;GO:0006904;GO:0008021;GO:0009306;GO:0017157;GO:0032482;GO:0032593;GO:0032869;GO:0055037;GO:0072659
SOAP.k45.scaffold7202	unknown
SOAP.k45.scaffold72207	GO:0003677;GO:0003678;GO:0005524;GO:0005634;GO:0006270;GO:0032508;GO:0042555
SOAP.k45.scaffold72243	unknown
SOAP.k45.scaffold72560	GO:0016891;GO:0090501
SOAP.k45.scaffold72842	GO:0004674;GO:0005524;GO:0006468
SOAP.k45.scaffold7297	GO:0061630;GO:0072487
SOAP.k45.scaffold7299	GO:0005956;GO:0019887
SOAP.k45.scaffold731	unknown
SOAP.k45.scaffold73103	GO:0003941;GO:0004794;GO:0006565;GO:0006567
SOAP.k45.scaffold73119	unknown
SOAP.k45.scaffold7324	unknown
SOAP.k45.scaffold73278	unknown
SOAP.k45.scaffold7328	unknown
SOAP.k45.scaffold74085	GO:0005544;GO:0006887;GO:0016020
SOAP.k45.scaffold74148	GO:0008146
SOAP.k45.scaffold74295	GO:0000381;GO:0005515;GO:0005737;GO:0006406;GO:0008286;GO:0016607;GO:0031124;GO:0045292;GO:1990825
SOAP.k45.scaffold74540	GO:0003924;GO:0005525
SOAP.k45.scaffold74630	unknown
SOAP.k45.scaffold74870	unknown
SOAP.k45.scaffold74902	unknown
SOAP.k45.scaffold74914	unknown
SOAP.k45.scaffold7509	unknown
SOAP.k45.scaffold75293	unknown
SOAP.k45.scaffold75314	unknown
SOAP.k45.scaffold75387	GO:0004869;GO:0005634;GO:0006511;GO:0010951;GO:0016567;GO:0043066;GO:0061631
SOAP.k45.scaffold7539	unknown
SOAP.k45.scaffold75854	unknown
SOAP.k45.scaffold76258	GO:0016785;GO:0097056
SOAP.k45.scaffold76297	unknown
SOAP.k45.scaffold7633	GO:0016021;GO:0016192
SOAP.k45.scaffold76330	unknown
SOAP.k45.scaffold76394	unknown
SOAP.k45.scaffold76598	unknown
SOAP.k45.scaffold7667	unknown
SOAP.k45.scaffold7669	unknown
SOAP.k45.scaffold76859	GO:0016491;GO:0055114
SOAP.k45.scaffold7693	unknown
SOAP.k45.scaffold77006	GO:0005540
SOAP.k45.scaffold77013	GO:0005515;GO:0007165
SOAP.k45.scaffold77314	unknown
